,EffectiveDate,WorkDate,QuoteQueryId,QuoteDriverId1,QuoteDriverId2,PolicyInceptionDate,ProposerYearsAtHomeAddress,AddressLine4,NCDClaimedYearsEarned,NCDDrivingExperienceYears,VehicleCode,VehicleValue,VehicleAnnualMileage,VehicleDateManufactured,VehicleImported,VehicleEngineCapacity,VehicleFuelType,VehicleSeats,VehicleDoors,VehicleOvernightLocation,VehicleBodyType,CarsInHouseHold,EmploymentStatus,LicenceType,LicenceCountry,ClaimsIndicator,VoluntaryExcess,Driver1RelationshipToProposer,Driver1Age,Driver1VehicleDrivingFrequency,Driver2RelationshipToProposer,Driver2Age,Driver2LicenceType,Driver2LicenceCountry,Driver2LicenceDate,Driver2EmploymentStatus,Driver2VehicleDrivingFrequency,Driver2ClaimsIndicator,Insurer_1GrossPremCompStepAnnual,Insurer_1NetPremCompStepAnnual,Insurer_1FeePremCompStepAnnual,Insurer_1CommissionCompStepAnnual,Insurer_1DiscountCompStep,Insurer_1IncomeIfSold,Insurer_1CustomerPrice,Insurer_2GrossPremCompStepAnnual,Insurer_2NetPremCompStepAnnual,Insurer_2FeePremCompStepAnnual,Insurer_2CommissionCompStepAnnual,Insurer_2DiscountCompStep,Insurer_2IncomeIfSold,Insurer_2CustomerPrice,Insurer_3GrossPremCompStepAnnual,Insurer_3NetPremCompStepAnnual,Insurer_3FeePremCompStepAnnual,Insurer_3CommissionCompStepAnnual,Insurer_3DiscountCompStep,Insurer_3IncomeIfSold,Insurer_3CustomerPrice,Insurer_4GrossPremCompStepAnnual,Insurer_4NetPremCompStepAnnual,Insurer_4FeePremCompStepAnnual,Insurer_4CommissionCompStepAnnual,Insurer_4DiscountCompStep,Insurer_4IncomeIfSold,Insurer_4CustomerPrice,SaleFlag,IsDirectDebit,SaleCoverType,HomeOwner,PricingModel,MarketPricePrediction
1580,11/30/23,11/12/23,56372388,72295969,,11/13/23 0:00,0,Dublin,1,0,95054378,"€17,000.00",5000,1/1/14 0:00,0,1995,D,5,2,Garaged,3,,Employed,Full Irish,IE,0,0,Proposer,22,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,"€1,402.03"
1581,11/30/23,11/12/23,56371277,72294437,,11/18/23 0:00,0,Wexford,3,0,22517702,"€15,000.00",10000,1/1/18 0:00,0,1582,D,5,5,Kept On Private Property,5,,Unemployed,Full Irish,IE,0,0,Proposer,22,Main,,,,,,,,,1861.65,1595.7,0,177.3,223.4,400.7,2085.05,980.58,833.95,0,82.48,117.67,200.15,1098.25,1050.64,902.61,0,100.29,126.08,226.37,1176.72,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,"€1,258.69"
1582,11/30/23,11/11/23,56350435,72266924,,11/11/23 0:00,0,Dublin,9,0,41685516,"€33,000.00",6000,1/1/23 0:00,0,1332,,5,,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,42,Main,,,,,,,,,575.87,493.61,0,54.84,1.98,56.82,577.85,1238.33,1053.16,0,104.16,4.26,108.42,1242.59,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€459.47
1583,11/30/23,11/11/23,56355030,72273125,,11/16/23 0:00,0,Tipperary,0,0,95051067,"€5,000.00",5000,1/1/11 0:00,0,1198,P,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,21,Main,,,,,,,,,,,,,,,,1754.8,1492.4,0,147.6,112.31,259.91,1867.11,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,800.72"
1584,11/30/23,11/11/23,56338883,72250073,72250074,11/14/23 0:00,0,Dublin,0,6,95062459,"€30,000.00",5000,1/1/21 0:00,0,1580,,5,,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,45,Infrequent (Casual),,45,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,731.54,627.03,35,69.67,51.21,155.88,817.75,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€942.51
1585,11/30/23,11/11/23,56340983,72253163,72253164,12/11/23 0:00,0,Waterford,9,0,95058495,"€29,000.00",23000,1/1/20 0:00,0,1998,,5,,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,45,Main,Unrelated,19,Provisional Irish,IE,11/11/23 0:00,Employed,Frequent,0,1007.43,863.51,0,95.95,98,193.95,1105.43,,,,,,,,1189.22,1021.67,0,113.52,115.69,229.21,1304.91,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Champion,€556.81
1586,11/30/23,11/12/23,56371970,72295358,,11/16/23 0:00,0,Cavan,9,0,22537205,"€25,000.00",8000,1/1/20 0:00,0,1580,,5,,Kept On Private Property,5,,Employed,Full UK,GB,0,0,Proposer,41,Main,,,,,,,,,734.63,629.69,35,69.96,0,104.96,769.63,,,,,,,,773.49,664.51,35,73.83,0,108.83,808.49,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€418.97
1588,11/30/23,11/12/23,56376189,72301388,,12/4/23 0:00,0,Wicklow,9,0,39199555,"€20,000.00",15000,1/1/17 0:00,0,1199,P,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,63,Main,,,,,,,,,390.44,334.67,10,37.18,10.3,57.48,410.74,541.81,460.79,35,45.57,14.29,94.86,591.1,581.01,499.15,35,55.46,15.33,105.79,631.34,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€319.89
1589,11/30/23,11/11/23,56341847,72254401,,11/17/23 0:00,0,Galway,9,0,95064293,"€30,000.00",5000,1/1/22 0:00,0,1490,,5,,Kept On Private Property,5,,Unemployed,Full Irish,IE,0,0,Proposer,40,Main,,,,,,,,,741.53,635.6,0,70.62,-66.74,3.88000000000001,674.79,832.3,707.84,0,70.01,-74.91,-4.89999999999999,757.39,654.76,562.51,0,62.5,-58.93,3.57,595.83,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€417.31
1591,11/30/23,11/11/23,56360627,72280305,,12/8/23 0:00,0,Monaghan,9,0,95059470,"€17,000.00",12000,1/1/19 0:00,0,1499,,5,,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,52,Main,,,,,,,,,617.59,529.36,0,58.82,-55.58,3.24,562.01,656.07,557.97,0,55.18,-59.05,-3.87,597.02,596.41,512.38,0,56.93,-53.68,3.25,542.73,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€430.08
1592,11/30/23,11/11/23,56336766,72247128,,11/12/23 0:00,0,Wexford,0,4,95010351,"€1,000.00",10000,1/1/05 0:00,0,1896,D,5,4,Kept On Private Property,9,,Self Employed,Full Irish,IE,0,0,Proposer,37,Infrequent (Casual),,,,,,,,,2333.16,1999.85,0,222.21,360.01,582.22,2693.17,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,High,"€1,106.52"
1593,11/30/23,11/12/23,56384612,72312931,,12/4/23 0:00,0,Kildare,9,0,4134954,"€10,000.00",10000,1/1/14 0:00,0,1968,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,53,Main,,,,,,,,,,,,,,,,984.62,837.39,0,82.82,-88.62,-5.80000000000001,896,1323.76,1137.25,0,126.36,-119.14,7.22,1204.62,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€453.84
1594,11/30/23,11/11/23,56361262,72281198,,11/24/23 0:00,0,Cork,9,0,95050309,"€5,000.00",12000,1/1/12 0:00,0,1686,D,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,51,Main,,,,,,,,,,,,,,,,637.61,542.27,0,53.63,-57.38,-3.75,580.23,703.68,604.54,0,67.17,-63.33,3.84,640.35,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€454.47
1595,11/30/23,11/12/23,56371538,72294762,72294763,11/15/23 0:00,0,Donegal,9,0,95053476,"€5,000.00",4000,1/1/12 0:00,0,1598,D,5,5,Kept On Private Property,5,,Self Employed,Full Irish,IE,0,0,Proposer,51,Main,Partner,46,Full Irish,IE,11/4/03 0:00,Employed,Frequent,0,346.5,297,10,33,-17.32,25.68,339.18,677.61,576.28,35,57,-33.87,58.13,678.74,464.5,399.05,10,44.34,-23.22,31.12,451.28,,,,,,,,Insurer_1,0,Comprehensive,Y,Other,€330.88
1597,11/30/23,11/11/23,56336248,72246438,72246439,12/3/23 0:00,0,Cork,9,0,95060156,"€75,000.00",4000,1/1/18 0:00,0,2497,,5,,Garaged,5,,Employed,Full Irish,IE,0,0,Proposer,62,Main,,60,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,605.27,518.81,0,57.64,-1.11,56.53,604.16,,,,,,,,718.83,617.55,0,68.62,-1.32,67.3,717.51,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Low,€463.47
1598,11/30/23,11/11/23,56346771,72261840,,11/11/23 0:00,0,Dublin,1,0,11507002,"€2,500.00",10000,1/1/11 0:00,0,1206,P,5,3,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,35,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insurer_15,1,Comprehensive,N,Champion,€655.00
1599,11/30/23,11/11/23,56351923,72268926,,11/13/23 0:00,0,Dublin,0,1,35528902,"€3,000.00",8000,1/1/06 0:00,0,1240,P,5,5,Kept On Public Road,5,,Employed,Provisional Irish,IE,0,0,Proposer,37,Main,,,,,,,,,3665.09,3141.5,0,349.06,34.2,383.26,3699.29,1556.21,1323.5,0,130.9,14.52,145.42,1570.73,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,263.00"
1600,11/30/23,11/11/23,56357182,72276064,72276065,11/23/23 0:00,0,Roscommon,4,0,95051305,"€10,000.00",10000,1/1/13 0:00,0,1598,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,24,Main,Relative,51,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,832.88,713.9,35,79.32,0,114.32,867.88,786.41,668.82,35,66.15,0,101.15,821.41,1119.28,961.58,50,106.84,0,156.84,1169.28,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,€709.69
1602,11/30/23,11/12/23,56386305,72315146,,11/19/23 0:00,0,Cork,2,0,95058470,"€12,000.00",12000,1/1/19 0:00,0,1100,,5,,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,25,Main,,,,,,,,,926.39,794.05,35,88.23,-46.32,76.91,915.07,1239.48,1054.13,50,104.26,-61.97,92.29,1227.51,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,€805.50
1603,11/30/23,11/11/23,56360891,72280680,,12/1/23 0:00,0,Galway,9,0,95059673,"€25,000.00",12000,1/1/20 0:00,0,1598,,5,,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,29,Main,,,,,,,,,683.58,585.93,0,65.1,-61.52,3.57999999999999,622.06,926.21,787.71,0,77.91,-83.36,-5.45,842.85,914.73,785.85,0,87.32,-82.33,4.98999999999999,832.4,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€499.74
1604,11/30/23,11/11/23,56348950,72264792,,11/15/23 0:00,0,Limerick,9,0,95054489,"€8,500.00",13000,1/1/14 0:00,0,1199,D,5,3,Parked On Drive,5,,Retired,Full Irish,IE,0,0,Proposer,73,Main,,,,,,,,,1153.43,988.65,50,109.85,-57.68,102.17,1145.75,970.44,825.32,35,81.63,-48.53,68.1,956.91,1013.89,871.04,50,96.78,-50.7,96.08,1013.19,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€529.53
1605,11/30/23,11/12/23,56376661,72302136,,12/4/23 0:00,0,Sligo,9,0,22536874,"€17,000.00",9000,1/1/16 0:00,0,1685,D,5,5,Parked On Drive,4,,Employed,Full Irish,IE,0,0,Proposer,48,Main,,,,,,,,,508.66,436,0,48.44,-39.07,9.37,469.59,970.91,825.72,0,81.67,-74.58,7.09,896.33,1075.22,923.73,0,102.64,-82.59,20.05,992.63,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€454.26
1606,11/30/23,11/11/23,56346395,72261305,72261306,11/20/23 0:00,0,Dublin,0,6,52058605,"€7,000.00",3000,1/1/07 0:00,0,1598,P,5,3,Kept On Public Road,5,,Retired,Full Irish,IE,0,0,Proposer,67,Main,Tenant,33,Full Irish,IE,11/11/13 0:00,Employed,Frequent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€831.68
1607,11/30/23,11/12/23,56378492,72304644,,11/13/23 0:00,0,Dublin,0,0,17551402,"€1,000.00",9000,1/1/05 0:00,0,1388,P,5,5,Parked On Drive,5,,Employed,Provisional Irish,IE,0,0,Proposer,21,Main,,,,,,,,,6959.64,5965.41,0,662.82,360.02,1022.84,7319.66,2782.89,2366.76,0,234.07,178.11,412.18,2961,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€2,103.91"
1608,11/30/23,11/12/23,56383930,72312003,,11/21/23 0:00,0,Tipperary,0,2,35513203,"€11,000.00",20000,1/1/18 0:00,0,998,P,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,20,Main,,,,,,,,,2283.94,1957.66,80,217.52,159.88,457.4,2523.82,1446.81,1230.47,80,121.69,101.28,302.97,1628.09,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,"€1,690.27"
1609,11/30/23,11/12/23,56380516,72307375,72307376,12/9/23 0:00,0,Dublin,5,0,22520901,"€3,000.00",2000,1/1/10 0:00,0,1396,P,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,38,Frequent,,34,Full Irish,IE,11/12/18 0:00,Employed,Frequent,0,422.14,361.84,10,40.2,-21.1,29.1,411.04,739.34,628.78,35,62.19,-36.96,60.23,737.38,415.6,357.05,10,39.67,-20.78,28.89,404.82,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€327.42
1610,11/30/23,11/12/23,56378946,72305251,72305252,11/14/23 0:00,0,Wexford,1,0,95055532,"€8,000.00",10000,1/1/16 0:00,0,1461,D,5,4,Kept On Private Property,9,,Employed,Full Irish,IE,1,0,Proposer,36,Infrequent (Casual),,36,Full Irish,IE,11/12/07 0:00,Employed,Frequent,0,,,,,,,,1831.27,1557.44,0,154.03,219.75,373.78,2051.02,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€676.24
1611,11/30/23,11/12/23,56387155,72316376,,12/1/23 0:00,0,Wicklow,0,0,95051049,"€8,000.00",1000,1/1/14 0:00,0,1686,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,31,Main,,,,,,,,,2153.04,1845.46,0,205.05,37.05,242.1,2190.09,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,196.60"
1612,11/30/23,11/12/23,56382906,72310627,72310628,11/15/23 0:00,0,Dublin,9,0,7055801,"€3,000.00",8000,1/1/07 0:00,0,1995,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,47,Main,Tenant,22,Full Irish,IE,11/12/20 0:00,Employed,Frequent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€545.42
1613,11/30/23,11/11/23,56354152,72272002,,11/12/23 0:00,0,Waterford,0,0,52325674,"€13,500.00",7000,1/1/17 0:00,0,1598,D,5,5,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,21,Main,,,,,,,,,4661.12,3995.24,0,443.92,50.34,494.26,4711.46,1905.55,1620.62,0,160.28,20.6,180.88,1926.15,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Low,"€2,061.00"
1614,11/30/23,11/12/23,56382776,72310438,,12/12/23 0:00,0,Kilkenny,2,0,95052040,"€4,000.00",10000,1/1/10 0:00,0,1242,P,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,19,Main,,,,,,,,,2367.06,2028.91,80,225.43,0,305.43,2447.06,1168.97,994.18,50,98.32,0,148.32,1218.97,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,"€1,381.28"
1615,11/30/23,11/11/23,56340241,72251957,,12/10/23 0:00,0,Meath,2,0,33815835,"€10,000.00",7000,1/1/12 0:00,0,1598,D,5,3,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,23,Main,,,,,,,,,,,,,,,,1460.22,1241.88,80,122.82,0,202.82,1540.22,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,€940.89
1616,11/30/23,11/12/23,56363932,72284920,,12/1/23 0:00,0,Laois,0,0,95056476,"€15,000.00",15000,1/1/17 0:00,0,1197,P,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,30,Main,,,,,,,,,2194.53,1881.03,0,209,243.41,452.41,2437.94,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,"€1,169.26"
1617,11/30/23,11/11/23,56343389,72256859,,11/13/23 0:00,0,Cork,9,0,95062764,"€45,000.00",15000,1/1/23 0:00,0,1968,,5,,Kept On Private Property,4,,Employed,Full Irish,IE,0,0,Proposer,31,Main,,,,,,,,,785.63,673.4,35,74.82,-39.28,70.54,781.35,761.24,647.41,35,64.03,-38.06,60.97,758.18,708.52,608.7,35,67.63,-35.43,67.2,708.09,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€528.44
1618,11/30/23,11/11/23,56341911,72254509,72254510,11/13/23 0:00,0,Meath,9,0,13000701,"€10,000.00",20000,1/1/15 0:00,0,1461,D,5,5,Parked On Drive,4,,Employed,Full Irish,IE,0,0,Proposer,54,Frequent,Partner,50,Full Irish,IE,11/11/03 0:00,Household Duties,Frequent,0,384.94,329.95,10,36.66,-23.1,23.56,371.84,590.91,502.55,35,49.7,-35.47,49.23,590.44,595.2,511.34,35,56.82,-35.72,56.1,594.48,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€345.38
1619,11/30/23,11/11/23,56362144,72282259,,11/15/23 0:00,0,Dublin,0,0,53608304,"€6,000.00",11000,1/1/11 0:00,0,1598,D,5,5,Kept On Private Property,5,,Self Employed,Full EU,RO,0,0,Proposer,25,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,532.17"
1620,11/30/23,11/12/23,56375138,72299908,72299909,12/2/23 0:00,0,Cork,9,0,95052071,"€5,000.00",6000,1/1/11 0:00,0,1461,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,42,Frequent,,43,Full Irish,IE,11/12/12 0:00,Household Duties,Frequent,0,354.54,303.89,10,33.77,0,43.77,364.54,598.56,509.05,35,50.35,0,85.35,633.56,535.97,460.46,35,51.16,0,86.16,570.97,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€354.22
1622,11/30/23,11/11/23,56345011,72259276,72259277,11/12/23 0:00,0,Meath,0,1,95051067,"€5,000.00",4000,1/1/10 0:00,0,1198,P,5,5,Parked On Drive,5,,Employed,Learner Permit,IE,0,0,Proposer,17,Infrequent (Casual),Relative,59,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,5376.53,4608.45,0,512.05,97.8,609.85,5474.33,5015.54,4265.55,0,421.87,91.23,513.1,5106.77,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,954.42"
1623,11/30/23,11/11/23,56350776,72267392,,12/1/23 0:00,0,Dublin,0,0,95053714,"€10,000.00",3000,1/1/15 0:00,0,999,P,5,5,Parked On Drive,5,,Employed,Provisional Irish,IE,0,0,Proposer,23,Main,,,,,,,,,3344.53,2866.74,0,318.53,360.01,678.54,3704.54,1791.52,1523.64,0,150.69,214.98,365.67,2006.5,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,"€1,325.12"
1624,11/30/23,11/11/23,56348308,72263944,,12/9/23 0:00,0,Dublin,9,0,32131939,"€39,000.00",4000,1/1/20 0:00,0,1950,D,5,4,Kept On Public Road,9,,Self Employed,Full Irish,IE,0,0,Proposer,39,Main,,,,,,,,,,,,,,,,1070.78,910.66,50,90.07,0,140.07,1120.78,,,,,,,,0,0,0,0,0,,,No Sale,0,"Third party, fire, theft",Y,Other,€478.13
1626,11/30/23,11/11/23,56345772,72260357,,11/25/23 0:00,0,Dublin,1,0,95010330,"€2,500.00",7000,1/1/06 0:00,0,1598,P,5,5,Kept On Public Road,5,,Employed,Full Irish,IE,0,0,Proposer,28,Main,,,,,,,,,1579.82,1354.13,0,150.46,-142.18,8.28,1437.64,2157.49,1834.88,0,181.47,-194.17,-12.7,1963.32,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€677.62
1628,11/30/23,11/12/23,56367252,72289257,,11/13/23 0:00,0,Cavan,9,0,95053152,"€7,000.00",5000,1/1/12 0:00,0,1968,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,32,Main,,,,,,,,,,,,,,,,1265.96,1076.66,0,106.48,-1.13,105.35,1264.83,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€705.80
1629,11/30/23,11/11/23,56352603,72269873,,11/23/23 0:00,0,Carlow,9,0,95055311,"€8,000.00",7000,1/1/16 0:00,0,1398,P,5,5,Parked On Drive,5,,Retired,Full Irish,IE,0,0,Proposer,69,Main,,,,,,,,,435.07,372.91,0,41.44,-26.77,14.67,408.3,514.23,437.34,0,43.25,-31.65,11.6,482.58,646.65,555.54,0,61.73,-39.79,21.94,606.86,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€377.19
1630,11/30/23,11/11/23,56362838,72283239,,11/15/23 0:00,0,Meath,0,0,95055715,"€10,000.00",10000,1/1/19 0:00,0,1496,P,5,5,Kept On Private Property,5,,Employed,Full EU,FR,0,0,Proposer,37,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,417.26"
1631,11/30/23,11/11/23,56350515,72267029,72267030,11/19/23 0:00,0,Louth,4,0,95052859,"€25,000.00",20000,1/1/17 0:00,0,1995,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,22,Main,Partner,22,Full Irish,IE,11/8/21 0:00,Employed,Frequent,0,2172.17,1861.86,80,206.87,-108.6,178.27,2143.57,1903.21,1618.62,80,160.08,-95.16,144.92,1888.05,1463.87,1257.62,80,139.74,-73.19,146.55,1470.68,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,"€1,165.08"
1632,11/30/23,11/11/23,56345524,72259994,,11/12/23 0:00,0,Dublin,3,0,95040146,"€3,000.00",10000,1/1/07 0:00,0,1896,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,32,Main,,,,,,,,,2462.95,2111.1,0,234.57,104.01,338.58,2566.96,2800.18,2381.46,0,235.53,118.25,353.78,2918.43,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€776.70
1633,11/30/23,11/11/23,56344269,72258183,,11/11/23 0:00,0,Galway,5,0,53609101,"€5,000.00",5000,1/1/14 0:00,0,1968,D,5,5,Kept On Private Property,4,,Employed,Full Irish,IE,0,0,Proposer,35,Main,,,,,,,,,,,,,,,,792.69,674.16,0,66.67,-4.88,61.79,787.81,714.06,613.46,0,68.16,-4.4,63.76,709.66,,,,,,,,Insurer_24,1,Comprehensive,N,Champion,€441.98
1634,11/30/23,11/11/23,56348216,72263809,,11/25/23 0:00,0,Meath,1,0,53613401,"€5,000.00",8000,1/1/11 0:00,0,1598,D,5,4,Garaged,9,,Employed,Full Irish,IE,0,0,Proposer,19,Main,,,,,,,,,5192.23,4450.48,0,494.5,359.98,854.48,5552.21,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,High,"€1,537.42"
1635,11/30/23,11/12/23,56384225,72312382,,11/20/23 0:00,0,Cork,0,1,95052592,"€3,750.00",1000,1/1/11 0:00,0,1560,D,5,5,Parked On Drive,5,,Employed,Provisional Irish,IE,0,0,Proposer,23,Main,,,,,,,,,,,,,,,,2058.51,1750.7,0,173.15,145.52,318.67,2204.03,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,High,"€1,660.57"
1636,11/30/23,11/12/23,56384698,72313042,,11/15/23 0:00,0,Monaghan,3,0,95051663,"€2,500.00",8000,1/1/11 0:00,0,1461,D,5,4,Kept On Private Property,9,,Employed,Full Irish,IE,0,0,Proposer,23,Main,,,,,,,,,,,,,,,,1142.95,972.04,0,96.14,120.59,216.73,1263.54,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€909.22
1637,11/30/23,11/12/23,56371779,72295051,72295052,12/11/23 0:00,0,Louth,9,0,39199536,"€10,000.00",8000,1/1/16 0:00,0,1560,D,5,5,Parked On Drive,4,,Employed,Full Irish,IE,0,0,Proposer,51,Main,Unrelated,25,Full Irish,IE,11/12/21 0:00,Household Duties,Frequent,0,690.5,591.86,35,65.76,-82.86,17.9,642.64,1254.21,1066.67,50,105.49,-150.51,4.98000000000002,1153.7,660.31,567.28,35,63.03,-79.24,18.79,616.07,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€507.55
1638,11/30/23,11/12/23,56366226,72287922,72287923,11/13/23 0:00,0,Meath,9,0,7131264,"€35,000.00",6000,1/1/16 0:00,0,2993,D,5,4,Parked On Drive,9,,Employed,Full EU,PL,0,0,Proposer,48,,,41,Full Irish,IE,11/12/15 0:00,Household Duties,Frequent,0,,,,,,,,,,,,,,,1218.08,1046.46,50,116.27,0,166.27,1268.08,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€584.50
1639,11/30/23,11/11/23,56339249,72250594,,11/16/23 0:00,0,Dublin,9,0,95055552,"€12,000.00",7000,1/1/17 0:00,0,999,P,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,52,Main,,,,,,,,,426.24,365.35,0,40.59,3.24,43.83,429.48,785.08,667.69,0,66.03,5.97,72,791.05,872.36,749.45,0,83.27,6.63,89.9,878.99,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€372.06
1640,11/30/23,11/12/23,56376321,72301609,72301610,11/13/23 0:00,0,Kildare,1,0,41591201,"€8,000.00",15000,1/1/14 0:00,0,1461,D,5,3,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,19,,Relative,43,Full Irish,IE,11/12/04 0:00,Employed,Frequent,0,,,,,,,,1897.34,1613.63,0,159.59,121.43,281.02,2018.77,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,538.54"
1641,11/30/23,11/11/23,56338970,72250200,72250201,11/26/23 0:00,0,Galway,1,0,95051580,"€5,000.00",6000,1/1/10 0:00,0,1329,P,5,5,Parked On Drive,5,,Retired,Full Irish,IE,0,0,Proposer,77,Infrequent (Casual),,66,Full Irish,IE,11/11/03 0:00,Retired,Frequent,0,654.96,561.39,0,62.38,-16.46,45.92,638.5,1361.75,1158.12,0,114.54,-34.22,80.32,1327.53,1039.82,893.31,0,99.26,-26.13,73.13,1013.69,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€563.98
